transaction_id,customer_name,phone,email,account_type,branch_state,branch_city,transaction_type,channel,transaction_amount,balance_after,transaction_date,status,narration
TXN-0287,Blessing Aliyu,08123836942,blessingaliyu@outlook.com,Savings,DELTA,Asaba,Debit,USSD,₦1131,655975.56,2024-12-06,Successful,POS Payment - Shoprite
TXN-0288,Emeka Nwosu,08075526758,emekanwosu12@gmail.com,Current,kano,Gwale,Debit,Bank Branch,₦7128,426911.76,2024-12-08,Reversed,School Fees Payment
TXN-0289,Kemi Chukwu,07017597411,kemi.chukwu@gmail.com,Fixed Deposit,Ogun,Ilaro,Debit,Bank Branch,₦4544,281383.61,2024-12-03,Pending,Fuel Payment
TXN-0290,Chioma Yusuf,08021537480,chioma_yusuf@hotmail.com,Savings,KANO,Tarauni,Debit,Bank Branch,₦17843,91354.46,2024-06-30,Successful,Bill Payment - EKEDC
TXN-0291,Nkechi Lawal,09096911537,nkechi_lawal48@gmail.com,Current,enugu,Agbani,Transfer,Bank Branch,₦17656,522683.43,2024-08-31,Successful,NIP Transfer to Biodun Okafor
TXN-0292,Tosin Obiora,09068723974,tosinobiora@outlook.com,Fixed Deposit,ENUGU,Oji River,Transfer,ATM,₦11565,102957.38,2024-05-05,Failed,Interbank Transfer - Access Bank
TXN-0293,Oluwaseun Adeyemi,09059868360,oluwaseun.adeyemi81@yahoo.com,Fixed Deposit,Abuja,Wuse,Transfer,USSD,₦15044,131138.66,2024-09-08,Successful,Interbank Transfer - Access Bank
TXN-0294,Kemi Salami,08084536818,kemi_salami@gmail.com,Savings,abuja,Asokoro,Debit,POS,₦6650,506537.91,2024-08-21,Successful,Airtime Purchase - MTN
TXN-0295,Ifeanyi Ogundipe,08103352288,ifeanyi_ogundipe18@hotmail.com,Current,Delta,Agbor,Transfer,ATM,₦189785,531643.92,2024-04-24,Pending,Transfer to Ibrahim Bello - Opay
TXN-0296,Biodun Nwosu,09067528042,biodun_nwosu53@yahoo.com,Current,Anambra,Awka,Debit,USSD,₦6134,466528.4,2024-02-04,Successful,POS Payment - Shoprite
TXN-0297,Fatima Ogundipe,09021356989,fatima.ogundipe@outlook.com,Current,Lagos,Yaba,Transfer,Mobile App,₦115320,679943.17,2024-05-24,Successful,Interbank Transfer - Access Bank
TXN-0298,Emeka Aliyu,08137628476,emeka.aliyu@outlook.com,Fixed Deposit,RIVERS,Ikwerre,Credit,ATM,₦17560,115229.82,2024-06-26,Successful,Dividend Payment
TXN-0299,Nkechi Ibrahim,08060230924,nkechi_ibrahim@yahoo.com,Savings,KANO,Gwale,Debit,POS,₦15042,253871.01,2024-07-28,Failed,ATM Cash Withdrawal
TXN-0300,Nkechi Nwofor,08051086046,nkechinwofor@hotmail.com,Savings,DELTA,Warri,Transfer,POS,₦1273,466187.74,2024-08-09,Successful,Transfer to Chidi Bello
TXN-0301,Halima Garba,09074010249,halima.garba23@gmail.com,Fixed Deposit,oyo,Ogbomosho,Credit,Bank Branch,₦706,559028.43,2024-07-22,Pending,Dividend Payment
TXN-0302,Zainab Ibrahim,09054475094,zainabibrahim45@hotmail.com,Current,kano,Dala,Debit,Mobile App,₦4860,107288.42,2024-10-14,Failed,Airtime Purchase - MTN
TXN-0303,Yakubu Ibrahim,08138037595,yakubuibrahim@yahoo.com,Savings,Delta,Agbor,Transfer,Mobile App,₦19264,603222.08,2024-10-21,Pending,Interbank Transfer - Access Bank
TXN-0304,Chukwuemeka Abubakar,08139646237,chukwuemekaabubakar46@outlook.com,Savings,RIVERS,Oyigbo,Transfer,USSD,₦5686,627300.63,2024-12-25,Failed,NIP Transfer to Yakubu Obi
TXN-0305,Rukayat Musa,08069200155,rukayat_musa6@outlook.com,Savings,OGUN,Sagamu,Credit,POS,₦65235,104686.96,2024-06-16,Successful,Refund - Jumia
TXN-0306,Uche Tanko,09050117558,uche_tanko52@yahoo.com,Current,kaduna,Kaduna South,Debit,USSD,₦130447,293724.73,2024-07-15,Successful,Fuel Payment
TXN-0307,Tunde Okonkwo,,tunde_okonkwo@yahoo.com,Fixed Deposit,kano,Tarauni,Debit,ATM,₦15276,786525.11,2024-01-26,Successful,ATM Cash Withdrawal
TXN-0308,Bayo Garba,08150407450,bayogarba@hotmail.com,Savings,delta,Ughelli,Debit,Bank Branch,₦8874,309807.97,2024-03-26,Successful,Bill Payment - EKEDC
TXN-0309,Emeka Ogundipe,08058402069,emeka_ogundipe@outlook.com,Fixed Deposit,LAGOS,Surulere,Credit,Bank Branch,₦4321,503686.99,2024-02-08,Reversed,Dividend Payment
TXN-0310,Halima Okafor,09054157592,halima.okafor60@gmail.com,Current,Lagos,Lekki,Transfer,Mobile App,₦11975,773876.52,2024-01-26,Failed,NIP Transfer to Biodun Salami
TXN-0311,Uche Nwosu,08066152233,uche_nwosu23@yahoo.com,Current,kano,Dala,Debit,USSD,₦10004,233044.93,2024-09-09,Successful,Supermarket Purchase
TXN-0312,Adaeze Lawal,08060367999,adaezelawal@hotmail.com,Fixed Deposit,Oyo,Saki,Debit,POS,₦28344,717824.46,2024-11-11,Failed,Supermarket Purchase
TXN-0313,Sade Mohammed,07014514299,sademohammed43@hotmail.com,Current,Rivers,Ikwerre,Transfer,Mobile App,₦1565,172432.99,2024-06-10,Failed,Interbank Transfer - Access Bank
TXN-0314,Aisha Garba,08149559291,aisha_garba@hotmail.com,Current,RIVERS,Ikwerre,Debit,ATM,₦4715,2530.01,2024-09-17,Successful,Bill Payment - EKEDC
TXN-0315,Nneka Salami,08086185518,nnekasalami52@yahoo.com,Savings,enugu,Agbani,Credit,ATM,₦4265,406198.02,2024-01-25,Successful,Refund - Jumia
TXN-0316,Blessing Obi,08085159395,blessingobi21@hotmail.com,Fixed Deposit,lagos,Surulere,Credit,POS,₦63779,623958.04,2024-09-01,Successful,Refund - Jumia
TXN-0317,Damilola Adeyemi,08034696041,damilola_adeyemi35@yahoo.com,Savings,KADUNA,Igabi,Debit,ATM,₦264356,572283.19,2024-05-12,Successful,POS Payment - Shoprite
TXN-0318,Ibrahim Abubakar,08141342023,ibrahimabubakar@hotmail.com,Fixed Deposit,LAGOS,Ikeja,Debit,USSD,₦3825,36898.02,2024-01-05,Successful,Airtime Purchase - MTN
TXN-0319,Musa Obi,08087241560,musaobi80@yahoo.com,Savings,Ogun,Sagamu,Debit,USSD,₦8183,723165.11,2024-05-21,Successful,Bill Payment - EKEDC
TXN-0320,Sade Adekunle,09038548346,sade_adekunle96@gmail.com,Current,KANO,Fagge,Debit,USSD,₦14125,476100.12,2024-01-24,Reversed,Bill Payment - EKEDC
TXN-0321,Chioma Lawal,09058997629,chiomalawal90@gmail.com,Fixed Deposit,Anambra,Ogidi,Credit,ATM,₦3009,53641.42,2024-10-24,Failed,Salary Credit - NNPC
TXN-0322,Aisha Usman,07062807813,aisha_usman65@outlook.com,Savings,lagos,Ojodu,Debit,POS,₦973,444978.63,2024-08-10,Successful,Supermarket Purchase
TXN-0323,Oluwaseun Obi,09058500684,oluwaseunobi@gmail.com,Fixed Deposit,DELTA,Sapele,Debit,ATM,₦71920,456005.49,2024-05-14,Successful,ATM Cash Withdrawal
TXN-0324,Nneka Mohammed,08055641376,nneka_mohammed32@hotmail.com,Fixed Deposit,DELTA,Warri,Debit,Bank Branch,₦3237,369380.54,2024-02-03,Successful,POS Payment - Chicken Republic
TXN-0325,Chioma Okafor,07011787308,chioma_okafor71@outlook.com,Fixed Deposit,OYO,Iseyin,Debit,Bank Branch,₦1590,614949.49,2024-06-24,Successful,Bill Payment - EKEDC
TXN-0326,Kayode Adekunle,08143749750,kayode.adekunle@gmail.com,Savings,Rivers,Ikwerre,Transfer,USSD,₦4102,759063.9,2024-02-23,Successful,Interbank Transfer - Access Bank
TXN-0327,Ifeanyi Ibrahim,09055927297,ifeanyi.ibrahim66@hotmail.com,Savings,ENUGU,Enugu,Transfer,Mobile App,₦59667,416829.57,2024-07-12,Successful,Transfer to Emeka Yusuf - Opay
TXN-0328,Nneka Nwosu,09094640204,nneka_nwosu6@gmail.com,Savings,DELTA,Asaba,Transfer,POS,₦56823,651644.09,2024-04-21,Successful,Transfer to Blessing Usman
TXN-0329,Funke Obi,08162598597,funke.obi@hotmail.com,Current,Enugu,Nsukka,Transfer,USSD,₦17076,92851.4,2024-05-25,Reversed,Transfer to Obinna Okonkwo
TXN-0330,Oluwaseun Tanko,09078269545,oluwaseun_tanko@hotmail.com,Savings,KANO,Nasarawa,Debit,USSD,₦4827,220534.32,2024-12-05,Successful,POS Payment - Shoprite
TXN-0331,Oluwaseun Obi,08053780746,oluwaseunobi@outlook.com,Fixed Deposit,lagos,Ojodu,Transfer,Mobile App,₦7930,711576.29,2024-02-19,Successful,NIP Transfer to Adaeze Abubakar
TXN-0332,Chinyere Salami,09023604402,chinyere_salami@yahoo.com,Current,kano,Tarauni,Transfer,POS,₦181254,283794.06,2024-06-13,Pending,Transfer to Yakubu Obi - Opay
TXN-0333,Yakubu Mohammed,08133490027,yakubu_mohammed77@outlook.com,Fixed Deposit,lagos,Ojodu,Transfer,Mobile App,₦3180,403401.01,2024-01-24,Successful,Interbank Transfer - Access Bank
TXN-0334,Funke Nwachukwu,08029313803,funke_nwachukwu@yahoo.com,Fixed Deposit,DELTA,Sapele,Debit,USSD,₦18716,724065.64,2024-03-13,Successful,Fuel Payment
TXN-0335,Chioma Suleiman,09091703945,chiomasuleiman4@outlook.com,Fixed Deposit,Oyo,Saki,Transfer,POS,₦40385,668434.04,2024-12-05,Failed,Transfer to Damilola Nwachukwu - Opay
TXN-0336,Babatunde Adeleke,08087693262,babatundeadeleke@gmail.com,Current,ABUJA,Asokoro,Credit,Mobile App,₦39388,532957.5,2024-09-09,Successful,Business Revenue
TXN-0337,Adaeze Adebayo,09023670306,adaeze_adebayo@outlook.com,Fixed Deposit,Oyo,Oyo,Credit,USSD,₦14673,189896.98,2024-05-27,Pending,Business Revenue
TXN-0338,Damilola Salami,09022285411,damilola_salami52@outlook.com,Fixed Deposit,kano,Gwale,Transfer,USSD,₦3419,28323.97,2024-07-16,Successful,NIP Transfer to Babatunde Eze
TXN-0339,Yusuf Suleiman,09027731006,yusuf.suleiman@outlook.com,Savings,KANO,Dala,Credit,USSD,₦19665,427448.29,2024-10-08,Successful,Loan Disbursement - GTBank
TXN-0340,Chioma Mohammed,07038327541,chiomamohammed87@outlook.com,Fixed Deposit,Kano,Gwale,Credit,USSD,₦789,759194.89,2024-04-24,Successful,Refund - Jumia
TXN-0341,Amina Adeleke,09066451528,amina.adeleke@yahoo.com,Current,Lagos,Victoria Island,Transfer,POS,₦118628,412629.15,2024-08-23,Reversed,Transfer to Damilola Musa
TXN-0342,Kayode Mohammed,07030972839,kayodemohammed29@hotmail.com,Current,Lagos,Yaba,Transfer,Bank Branch,₦6911,371456.07,2024-10-19,Failed,Interbank Transfer - Access Bank
TXN-0343,Damilola Tanko,07037982497,damilola_tanko14@gmail.com,Current,KANO,Dala,Debit,POS,₦213570,89442.0,2024-09-16,Failed,Rent Payment
TXN-0344,Halima Yusuf,08067720485,halimayusuf88@yahoo.com,Fixed Deposit,ANAMBRA,Onitsha,Credit,ATM,₦2385,383115.29,2024-04-19,Successful,Business Revenue
TXN-0345,Chidi Obiora,09032064712,chidi.obiora95@gmail.com,Savings,ABUJA,Asokoro,Debit,POS,₦1474,503735.94,2024-08-31,Successful,Supermarket Purchase
TXN-0346,Blessing Adekunle,08130469174,blessing.adekunle5@outlook.com,Current,ENUGU,Agbani,Debit,Mobile App,₦10247,378474.21,2024-02-07,Failed,POS Payment - Chicken Republic
TXN-0347,Tunde Tanko,08102190160,tunde.tanko@yahoo.com,Current,OGUN,Ilaro,Transfer,USSD,₦108997,58714.59,2024-10-01,Successful,Transfer to Oluwaseun Ibrahim
TXN-0348,Amina Bello,08087863723,amina_bello11@outlook.com,Current,Enugu,Nsukka,Transfer,POS,₦4957,17934.67,2024-07-21,Successful,Interbank Transfer - Access Bank
TXN-0349,Tunde Suleiman,07019058065,tunde.suleiman74@outlook.com,Fixed Deposit,ogun,Sagamu,Credit,USSD,₦19725,522030.47,2024-02-12,Successful,Business Revenue
TXN-0350,Chidi Adekunle,09022542379,chidi_adekunle88@yahoo.com,Fixed Deposit,abuja,Maitama,Transfer,ATM,₦53934,192202.16,2024-05-16,Successful,Transfer to Ngozi Adebayo - Opay
TXN-0351,Blessing Adeleke,08140814225,blessing_adeleke63@hotmail.com,Fixed Deposit,RIVERS,Obio-Akpor,Debit,Mobile App,₦45797,364333.48,2024-11-23,Successful,Bill Payment - EKEDC
TXN-0352,Yusuf Nwosu,09032466093,yusufnwosu15@yahoo.com,Current,Enugu,Enugu,Credit,ATM,₦12993,232697.04,2024-03-23,Successful,Dividend Payment
TXN-0353,Aisha Lawal,09026022915,aisha_lawal62@hotmail.com,Savings,OYO,Oyo,Credit,Mobile App,₦7675,720073.09,2024-05-19,Successful,Dividend Payment
TXN-0354,Babatunde Okonkwo,09061592888,babatunde.okonkwo@hotmail.com,Savings,lagos,Ojodu,Transfer,USSD,₦148700,275575.22,2024-02-13,Successful,Transfer to Obinna Okonkwo
TXN-0355,Uche Okafor,08084930854,uche.okafor48@yahoo.com,Savings,lagos,Victoria Island,Credit,Mobile App,₦10200,44185.97,2024-10-07,Successful,Dividend Payment
TXN-0356,Tosin Musa,08137781149,tosin.musa@outlook.com,Savings,abuja,Gwarinpa,Credit,ATM,₦38784,303085.77,2024-12-18,Failed,Salary Credit - Federal Civil Service
TXN-0357,Sade Lawal,08085850858,sadelawal@gmail.com,Current,enugu,Enugu,Debit,USSD,₦8587,98321.33,2024-05-07,Successful,Airtime Purchase - MTN
TXN-0358,Chinyere Lawal,08165629665,chinyerelawal@gmail.com,Current,lagos,Lekki,Credit,Bank Branch,₦9056,542045.29,2024-11-21,Successful,Transfer from Chidi Garba
TXN-0359,Kayode Obi,08164694545,kayode_obi83@yahoo.com,Current,anambra,Onitsha,Debit,Bank Branch,₦7176,314016.75,2024-10-18,Successful,Airtime Purchase - MTN
TXN-0360,Kemi Suleiman,08066683606,kemisuleiman@gmail.com,Current,ENUGU,Enugu,Credit,USSD,₦2166,669421.01,2024-04-21,Failed,Dividend Payment
TXN-0361,Emeka Salami,08059021792,emeka.salami16@yahoo.com,Current,Kaduna,Zaria,Credit,USSD,₦15914,267240.37,2024-02-08,Pending,Salary Credit - Lagos State Government
TXN-0362,Emeka Yusuf,08074573640,emeka_yusuf@outlook.com,Current,Enugu,Enugu,Transfer,Bank Branch,₦7711,618201.0,2024-05-06,Successful,Transfer to Nkechi Adeleke
TXN-0363,Aisha Chukwu,09063038709,aisha_chukwu7@hotmail.com,Savings,OGUN,Sagamu,Credit,USSD,₦760,667377.36,2024-03-27,Pending,Transfer from Damilola Mohammed
TXN-0364,Nneka Suleiman,09026267387,nnekasuleiman64@yahoo.com,Savings,OGUN,Abeokuta,Debit,USSD,₦849,466678.27,2024-08-09,Failed,ATM Cash Withdrawal
TXN-0365,Adaeze Nwosu,07018175644,adaeze_nwosu@outlook.com,Current,KANO,Tarauni,Credit,USSD,₦5216,151828.1,2024-12-19,Reversed,Business Revenue
TXN-0366,Uche Musa,09068083277,uche_musa@hotmail.com,Fixed Deposit,RIVERS,Oyigbo,Transfer,POS,₦61098,59555.29,2024-04-02,Failed,Transfer to Biodun Obi
TXN-0367,Ifeanyi Usman,09034198436,ifeanyi_usman@outlook.com,Current,kaduna,Kafanchan,Debit,Bank Branch,₦17504,63570.27,2024-01-28,Successful,Rent Payment
TXN-0368,Tunde Nwachukwu,08069530609,tunde_nwachukwu74@hotmail.com,Savings,DELTA,Ughelli,Transfer,ATM,₦71522,89640.5,2024-11-20,Pending,Transfer to Adaeze Bello
TXN-0369,Blessing Adeyemi,09058354565,blessing_adeyemi@hotmail.com,Fixed Deposit,OGUN,Ota,Debit,POS,₦12654,603207.04,2024-01-28,Successful,Rent Payment
TXN-0370,Kemi Tanko,09062749879,kemi.tanko@gmail.com,Savings,Ogun,Sagamu,Transfer,USSD,₦8870,241956.38,2024-09-12,Failed,Interbank Transfer - Access Bank
TXN-0371,Chukwuemeka Okonkwo,07063366247,chukwuemeka_okonkwo51@hotmail.com,Current,LAGOS,Surulere,Debit,POS,₦28414,610296.45,2024-01-07,Successful,Bill Payment - EKEDC
TXN-0372,Emeka Yusuf,08143596735,emekayusuf@yahoo.com,Fixed Deposit,kaduna,Kafanchan,Transfer,POS,₦14434,444236.5,2024-09-03,Reversed,NIP Transfer to Nkechi Ogundipe
TXN-0373,Blessing Mohammed,07037997426,blessing_mohammed69@gmail.com,Savings,ABUJA,Maitama,Credit,ATM,₦478363,812444.63,2024-10-04,Reversed,Transfer from Tunde Adeleke
TXN-0374,Amina Adebayo,08121031234,aminaadebayo@hotmail.com,Savings,KADUNA,Zaria,Transfer,Mobile App,₦14818,,2024-02-16,Pending,Interbank Transfer - Access Bank
TXN-0375,Funke Chukwu,09060414181,funkechukwu@yahoo.com,Savings,ogun,Abeokuta,Transfer,Mobile App,₦5149,53240.59,2024-07-12,Pending,Transfer to Funke Obiora - Opay
TXN-0376,Babatunde Adekunle,07060751366,babatundeadekunle23@gmail.com,Current,lagos,Yaba,Transfer,Mobile App,₦4184,717097.06,2024-08-06,Failed,Interbank Transfer - Access Bank
TXN-0377,Biodun Adekunle,08073472410,biodun_adekunle68@hotmail.com,Current,delta,Sapele,Debit,POS,₦19230,231168.29,2024-10-22,Reversed,POS Payment - Shoprite
TXN-0378,Adaeze Eze,08027730515,adaeze.eze25@gmail.com,Current,kaduna,Kaduna South,Transfer,ATM,₦15045,216736.62,2024-10-04,Successful,Transfer to Nneka Nwosu
TXN-0379,Chidi Musa,08029148153,chidi.musa12@hotmail.com,Savings,oyo,Oyo,Transfer,Bank Branch,₦3004,77742.14,2024-12-21,Reversed,Interbank Transfer - Access Bank
TXN-0380,Uche Salami,09079619434,uche_salami23@gmail.com,Current,kaduna,Zaria,Debit,Bank Branch,₦2330,752334.57,2024-11-16,Pending,Fuel Payment
TXN-0381,Chidi Chukwu,08120759130,chidi.chukwu85@outlook.com,Fixed Deposit,Enugu,Nsukka,Debit,Bank Branch,₦40097,264951.64,2024-02-19,Successful,Bill Payment - EKEDC
TXN-0382,Ibrahim Mohammed,08157406282,ibrahimmohammed@hotmail.com,Fixed Deposit,Kano,Nasarawa,Credit,Bank Branch,₦1930,737124.82,2024-03-17,Pending,Refund - Jumia
TXN-0383,Nneka Ibrahim,08085881890,nneka_ibrahim21@gmail.com,Fixed Deposit,enugu,Oji River,Transfer,Bank Branch,₦18260,745293.55,2024-03-16,Failed,Transfer to Kayode Salami
TXN-0384,Bayo Okonkwo,08140720199,bayo.okonkwo@yahoo.com,Current,Ogun,Abeokuta,Transfer,Bank Branch,₦3581,445004.43,2024-01-29,Reversed,NIP Transfer to Aisha Yusuf
TXN-0385,Rukayat Suleiman,09062532869,rukayatsuleiman44@gmail.com,Savings,oyo,Ogbomosho,Credit,USSD,₦181445,680809.0,2024-03-21,Pending,Transfer from Nneka Suleiman
TXN-0386,Segun Okonkwo,09098995899,segun_okonkwo35@outlook.com,Current,ABUJA,Maitama,Debit,Bank Branch,₦8325,569248.85,2024-10-11,Reversed,Airtime Purchase - MTN
TXN-0387,Damilola Yusuf,08062493502,damilola_yusuf@hotmail.com,Fixed Deposit,RIVERS,Oyigbo,Credit,ATM,₦4441,104902.25,2024-08-19,Successful,Freelance Income
TXN-0388,Chukwuemeka Salami,08128198443,chukwuemekasalami38@hotmail.com,Current,OGUN,Ijebu-Ode,Credit,POS,₦5146,642354.14,2024-06-16,Successful,Loan Disbursement - GTBank
TXN-0389,Chinyere Aliyu,08156565718,chinyere.aliyu55@gmail.com,Fixed Deposit,LAGOS,Ikeja,Transfer,Mobile App,₦19655,154668.2,2024-10-23,Pending,NIP Transfer to Chidi Usman
TXN-0390,Adaeze Aliyu,08084821812,adaeze_aliyu29@hotmail.com,Savings,Enugu,Enugu,Debit,USSD,₦1807,,2024-12-05,Failed,POS Payment - Chicken Republic
TXN-0391,Yusuf Obiora,08061743200,yusufobiora@hotmail.com,Current,delta,Ughelli,Transfer,USSD,₦41907,693131.03,2024-12-04,Failed,Interbank Transfer - Access Bank
TXN-0392,Damilola Chukwu,08072453630,damilola.chukwu6@hotmail.com,Savings,RIVERS,Eleme,Credit,Mobile App,₦309768,485614.15,2024-02-20,Successful,Business Revenue
TXN-0393,Ibrahim Eze,09079976602,ibrahim.eze@outlook.com,Fixed Deposit,KANO,Fagge,Credit,Bank Branch,₦9413,160298.3,2024-09-23,Successful,Business Revenue
TXN-0394,Segun Ogundipe,08065061380,segunogundipe@hotmail.com,Savings,rivers,Oyigbo,Credit,POS,₦78086,781572.02,2024-06-03,Successful,Dividend Payment
TXN-0395,Halima Ogundipe,08021222704,halima.ogundipe@outlook.com,Fixed Deposit,RIVERS,Eleme,Credit,Bank Branch,₦4315,441375.02,2024-07-07,Pending,Loan Disbursement - GTBank
TXN-0396,Halima Nwosu,08150602028,halima_nwosu41@yahoo.com,Savings,Kaduna,Zaria,Transfer,Mobile App,₦76426,19996.19,2024-02-21,Successful,Transfer to Aisha Adeyemi
TXN-0397,Adaeze Obi,09062083680,adaeze_obi@gmail.com,Savings,Delta,Asaba,Debit,POS,₦8916,161582.85,2024-11-28,Reversed,Fuel Payment
TXN-0398,Chioma Suleiman,08072310181,chiomasuleiman73@hotmail.com,Savings,Anambra,Nnewi,Credit,Bank Branch,₦4307,336258.15,2024-06-16,Pending,Dividend Payment
TXN-0399,Biodun Salami,09031009660,biodun.salami92@hotmail.com,Current,Abuja,Gwarinpa,Credit,USSD,₦17811,86185.69,2024-02-29,Pending,Loan Disbursement - GTBank
TXN-0400,Yakubu Musa,07035431794,yakubu_musa@hotmail.com,Fixed Deposit,Lagos,Surulere,Transfer,ATM,₦45291,606509.93,2024-12-06,Successful,NIP Transfer to Tosin Bello
TXN-0401,Zainab Bello,08060199867,zainab_bello39@yahoo.com,Fixed Deposit,lagos,Surulere,Credit,POS,₦5134,530434.5,2024-08-26,Successful,Transfer from Rukayat Mohammed
TXN-0402,Adaeze Mohammed,08107580109,adaezemohammed38@gmail.com,Savings,kano,Nasarawa,Transfer,POS,₦3905,123058.24,2024-07-30,Failed,Transfer to Obinna Obiora
TXN-0403,Zainab Obi,09078929718,zainabobi@outlook.com,Fixed Deposit,delta,Agbor,Credit,Bank Branch,₦1319,620293.38,2024-09-21,Failed,Refund - Jumia
TXN-0404,Amina Salami,09038485972,aminasalami@yahoo.com,Fixed Deposit,Rivers,Eleme,Credit,ATM,₦7979,54245.32,2024-04-05,Reversed,Business Revenue
TXN-0405,Segun Ibrahim,08139618532,segunibrahim37@hotmail.com,Current,DELTA,Agbor,Credit,POS,₦114057,298607.83,2024-07-14,Successful,Salary Credit - MTN Nigeria
TXN-0406,Nkechi Abubakar,08162884898,nkechi_abubakar@gmail.com,Current,Abuja,Asokoro,Credit,Bank Branch,₦9642,212769.96,2024-12-02,Failed,Freelance Income
TXN-0407,Amina Ogundipe,07035595224,amina.ogundipe@hotmail.com,Current,KANO,Fagge,Transfer,ATM,₦4442,309891.21,2024-01-07,Successful,Interbank Transfer - Access Bank
TXN-0408,Kayode Garba,08024181888,kayodegarba6@outlook.com,Current,oyo,Ogbomosho,Transfer,POS,₦902,29282.05,2024-03-07,Reversed,NIP Transfer to Nneka Lawal
TXN-0409,Bayo Okonkwo,07012185113,bayookonkwo98@hotmail.com,Savings,enugu,Agbani,Debit,ATM,₦17794,676148.83,2024-11-14,Successful,School Fees Payment
TXN-0410,Oluwaseun Lawal,08155560870,oluwaseun.lawal28@outlook.com,Savings,rivers,Obio-Akpor,Credit,USSD,₦10924,798013.01,2024-01-24,Successful,Freelance Income
TXN-0411,Tunde Nwofor,08164192278,tundenwofor61@gmail.com,Savings,ANAMBRA,Nnewi,Transfer,ATM,₦4964,605366.48,2024-04-23,Successful,Interbank Transfer - Access Bank
TXN-0412,Chukwuemeka Bello,08156625106,chukwuemeka_bello@hotmail.com,Current,ENUGU,Awgu,Debit,USSD,₦36293,374625.29,2024-08-17,Successful,Rent Payment
TXN-0413,Obinna Ogundipe,08057835363,obinna.ogundipe88@outlook.com,Fixed Deposit,ENUGU,Enugu,Debit,POS,₦80519,32901.24,2024-07-08,Successful,Supermarket Purchase
TXN-0414,Obinna Okonkwo,08169088765,obinna.okonkwo38@yahoo.com,Current,Lagos,Surulere,Transfer,Mobile App,₦3647,463758.36,2024-03-23,Reversed,NIP Transfer to Nneka Yusuf
TXN-0415,Babatunde Chukwu,09028156707,babatunde_chukwu18@outlook.com,Current,Abuja,Garki,Transfer,USSD,₦17351,431409.08,2024-08-29,Successful,Interbank Transfer - Access Bank
TXN-0416,Aisha Usman,09028937415,aisha.usman@outlook.com,Current,lagos,Ojodu,Debit,Bank Branch,₦4113,132008.24,2024-07-27,Reversed,POS Payment - Chicken Republic
TXN-0417,Yakubu Nwofor,08144465676,yakubu_nwofor37@yahoo.com,Fixed Deposit,DELTA,Agbor,Debit,Mobile App,₦9751,251550.37,2024-02-10,Successful,POS Payment - Shoprite
TXN-0418,Uche Adekunle,08071941906,uche.adekunle52@outlook.com,Savings,oyo,Ibadan,Transfer,POS,₦7467,221087.46,2024-05-26,Reversed,Interbank Transfer - Access Bank
TXN-0419,Adaeze Okonkwo,08130479638,adaeze.okonkwo@hotmail.com,Current,OGUN,Ilaro,Transfer,USSD,₦70362,530756.38,2024-10-13,Reversed,Interbank Transfer - Access Bank
TXN-0420,Zainab Musa,08165019294,zainabmusa@yahoo.com,Fixed Deposit,OGUN,Ijebu-Ode,Debit,ATM,₦11412,543685.78,2024-02-23,Successful,Fuel Payment
TXN-0421,Ifeanyi Obi,08078683518,ifeanyi_obi@hotmail.com,Current,ABUJA,Asokoro,Debit,USSD,₦2141,317668.17,2024-11-05,Failed,Bill Payment - EKEDC
TXN-0422,Oluwaseun Lawal,08101436760,oluwaseunlawal53@yahoo.com,Fixed Deposit,RIVERS,Obio-Akpor,Debit,POS,₦166123,0,2024-09-10,Failed,School Fees Payment
TXN-0423,Chidi Abubakar,09071113729,chidiabubakar@gmail.com,Current,DELTA,Warri,Transfer,Mobile App,₦2942,115709.64,2024-11-22,Reversed,Transfer to Babatunde Bello
TXN-0424,Chidi Ibrahim,07038914079,chidi_ibrahim@gmail.com,Fixed Deposit,oyo,Iseyin,Transfer,Bank Branch,₦8255,338371.76,2024-08-08,Failed,NIP Transfer to Ngozi Nwachukwu
TXN-0425,Ifeanyi Chukwu,07013083601,ifeanyi.chukwu@outlook.com,Current,abuja,Gwarinpa,Debit,POS,₦1658,683615.2,2024-02-12,Reversed,Rent Payment
TXN-0426,Ngozi Adeyemi,09038327109,ngozi.adeyemi73@gmail.com,Current,lagos,Yaba,Transfer,Bank Branch,₦15948,2993.67,2024-05-04,Reversed,Transfer to Aisha Aliyu - Opay
TXN-0427,Tunde Adekunle,07034477485,tunde_adekunle@yahoo.com,Savings,ABUJA,Garki,Credit,Bank Branch,₦18789,630710.98,2024-04-28,Successful,Business Revenue
TXN-0428,Nkechi Nwofor,07034341486,nkechinwofor@yahoo.com,Savings,Ogun,Ilaro,Transfer,USSD,₦4827,251976.18,2024-12-09,Failed,Transfer to Bayo Nwosu
TXN-0429,Adaeze Usman,08169156931,adaezeusman69@outlook.com,Savings,OYO,Iseyin,Debit,Bank Branch,₦18027,0,2024-12-09,Successful,Airtime Purchase - MTN
TXN-0430,Biodun Aliyu,08051648096,biodun_aliyu@gmail.com,Fixed Deposit,ogun,Ota,Debit,Bank Branch,₦2487,377408.0,2024-07-20,Reversed,School Fees Payment
TXN-0431,Ngozi Mohammed,09094875540,ngozi_mohammed@hotmail.com,Current,DELTA,Agbor,Transfer,POS,₦18118,230492.99,2024-04-25,Reversed,Transfer to Obinna Mohammed
